Age_Category,Gender,License,Coverage,Earned_Premium_Income,Exposure,Total_Paid,Estimated_Cost,Cost,No_of_Claims,No_of_Large_Claims,Dev_Year,Year,DevYear
over 70,Male,Provisional,ThirdPartyFireTheft,221116,382.551,186413,75600,262013,12,1,4,2013,2010@2013
17 to 20,Female,Full,ThirdPartyOnly,1623.3,0.89315,0,0,0,0,0,4,2013,2010@2013
17 to 20,Female,Provisional,ThirdPartyOnly,20336.4,13.1836,1996,25619,27615,2,0,4,2013,2010@2013
17 to 20,Male,Full,ThirdPartyOnly,13229.7,6.23561,21402,0,21402,2,0,4,2013,2010@2013
17 to 20,Male,Provisional,ThirdPartyOnly,53061.7,19.526,19238,0,19238,3,0,4,2013,2010@2013
17 to 20,Female,Full,ThirdPartyOnly,27748.5,32.7836,3148,0,3148,2,0,4,2013,2010@2013
17 to 20,Female,Provisional,ThirdPartyOnly,23429.6,18.3945,8835,0,8835,4,0,4,2013,2010@2013
17 to 20,Male,Full,ThirdPartyOnly,79662.3,56.8356,41018,0,41018,6,0,4,2013,2010@2013
17 to 20,Male,Provisional,ThirdPartyOnly,59888.6,27.3699,50017,0,50017,6,0,4,2013,2010@2013
21 to 24,Female,Full,ThirdPartyOnly,62071.4,97.2712,39474,0,39474,9,0,4,2013,2010@2013
21 to 24,Female,Provisional,ThirdPartyOnly,54193.4,49.3644,53039,-1,53038,7,0,4,2013,2010@2013
21 to 24,Male,Full,ThirdPartyOnly,256981,281.03,14816,0,14816,7,0,4,2013,2010@2013
21 to 24,Male,Provisional,ThirdPartyOnly,77688.4,46.9014,8512,0,8512,7,0,4,2013,2010@2013
25 to 30,Female,Full,ThirdPartyOnly,196275,413.592,110424,16998,127422,19,0,4,2013,2010@2013
25 to 30,Female,Provisional,ThirdPartyOnly,62569.7,81.9507,132565,17777,150342,15,0,4,2013,2010@2013
25 to 30,Male,Full,ThirdPartyOnly,611307,1056.69,434408,129581,563989,63,2,4,2013,2010@2013
25 to 30,Male,Provisional,ThirdPartyOnly,99465.9,105.501,5367,0,5367,2,0,4,2013,2010@2013
31 to 50,Female,Full,ThirdPartyOnly,323476,923.504,236050,167848,403898,41,1,4,2013,2010@2013
31 to 50,Female,Provisional,ThirdPartyOnly,73091,120.792,7365,0,7365,12,0,4,2013,2010@2013
31 to 50,Male,Full,ThirdPartyOnly,1211340,3066.82,422067,40938,463005,105,0,4,2013,2010@2013
31 to 50,Male,Provisional,ThirdPartyOnly,109249,163.148,10730,0,10730,8,0,4,2013,2010@2013
31 to 50,Female,Full,ThirdPartyOnly,385374,999.929,253897,0,253897,27,1,4,2013,2010@2013
31 to 50,Female,Provisional,ThirdPartyOnly,41689.9,77.1233,5845,0,5845,3,0,4,2013,2010@2013
31 to 50,Male,Full,ThirdPartyOnly,1147240,3065.25,506041,131100,637141,95,2,4,2013,2010@2013
31 to 50,Male,Provisional,ThirdPartyOnly,63493.2,112.279,629,0,629,3,0,4,2013,2010@2013
51 to 70,Female,Full,ThirdPartyOnly,287079,778.255,23679,0,23679,14,0,4,2013,2010@2013
51 to 70,Female,Provisional,ThirdPartyOnly,28536.4,62.7671,7840,0,7840,2,0,4,2013,2010@2013
51 to 70,Male,Full,ThirdPartyOnly,1168480,2947.95,238199,441576,679775,50,1,4,2013,2010@2013
51 to 70,Male,Provisional,ThirdPartyOnly,71543.8,127.721,10526,0,10526,3,0,4,2013,2010@2013
51 to 70,Female,Full,ThirdPartyOnly,166000,534.414,29548,350000,379548,17,1,4,2013,2010@2013
51 to 70,Female,Provisional,ThirdPartyOnly,14785.4,33.5452,0,0,0,0,0,4,2013,2010@2013
51 to 70,Male,Full,ThirdPartyOnly,724888,2126.31,251770,0,251770,39,0,4,2013,2010@2013
51 to 70,Male,Provisional,ThirdPartyOnly,44016.7,78.2466,21486,0,21486,1,0,4,2013,2010@2013
over 70,Female,Full,ThirdPartyOnly,161552,443.14,699959,20565,720524,87,2,4,2013,2010@2013
over 70,Female,Provisional,ThirdPartyOnly,14475.5,30.337,0,0,0,0,0,4,2013,2010@2013
over 70,Male,Full,ThirdPartyOnly,684126,1772.81,602266,186159,788425,118,2,4,2013,2010@2013
over 70,Male,Provisional,ThirdPartyOnly,21394.2,36.7507,0,0,0,0,0,4,2013,2010@2013
17 to 20,Female,Full,All,1311490,1177.29,464289,82930,547219,79,0,3,2013,2011@2013
17 to 20,Female,Provisional,All,4726740,3215.81,2415820,1568290,3984110,323,6,3,2013,2011@2013
17 to 20,Male,Full,All,2712020,1685.36,1797720,2491640,4289360,166,8,3,2013,2011@2013
17 to 20,Male,Provisional,All,3547390,1735.62,1415730,1292730,2708460,169,8,3,2013,2011@2013
17 to 20,Female,Full,All,6679470,7678.5,3251450,1519630,4771070,514,4,3,2013,2011@2013
17 to 20,Female,Provisional,All,7548390,6171.78,3295920,5111840,8407760,571,7,3,2013,2011@2013
17 to 20,Male,Full,All,11567000,9214.56,4864620,9485070,14349700,595,21,3,2013,2011@2013
17 to 20,Male,Provisional,All,4755470,2709.66,1660690,3476580,5137270,270,8,3,2013,2011@2013
21 to 24,Female,Full,All,23905800,38757.9,10148700,6622610,16771300,2439,27,3,2013,2011@2013
21 to 24,Female,Provisional,All,12144800,12978.4,4878130,2954800,7832930,1106,13,3,2013,2011@2013
21 to 24,Male,Full,All,32078600,35886.6,12241300,7864960,20106300,2177,32,3,2013,2011@2013
21 to 24,Male,Provisional,All,7370140,5586.4,3077700,2917330,5995030,512,10,3,2013,2011@2013
25 to 30,Female,Full,All,48997500,100779,21394100,8894670,30288800,6074,42,3,2013,2011@2013
25 to 30,Female,Provisional,All,12576400,16956.7,6178740,4253040,10431800,1431,15,3,2013,2011@2013
25 to 30,Male,Full,All,54191600,84802,25456600,16772100,42228800,5296,52,3,2013,2011@2013
25 to 30,Male,Provisional,All,9958770,10368.8,4805820,3902130,8707950,885,17,3,2013,2011@2013
31 to 50,Female,Full,All,84479300,193996,36403600,16692400,53096000,11331,62,3,2013,2011@2013
31 to 50,Female,Provisional,All,11438800,18288.9,6168100,4704450,10872500,1478,22,3,2013,2011@2013
31 to 50,Male,Full,All,89523000,173406,41846100,30286500,72132600,10171,78,3,2013,2011@2013
31 to 50,Male,Provisional,All,9428620,12631.2,4262590,2574370,6836960,980,15,3,2013,2011@2013
31 to 50,Female,Full,All,76174700,168301,30626200,15890300,46516500,9579,48,3,2013,2011@2013
31 to 50,Female,Provisional,All,7733710,12085.4,2429970,2070620,4500590,785,6,3,2013,2011@2013
31 to 50,Male,Full,All,80338500,161956,32894500,15301600,48196100,8522,71,3,2013,2011@2013
31 to 50,Male,Provisional,All,4816660,6992.09,2042560,893401,2935960,492,3,3,2013,2011@2013
51 to 70,Female,Full,All,54153100,125921,18727000,6512950,25239900,5991,30,3,2013,2011@2013
51 to 70,Female,Provisional,All,5200230,8897.5,1569690,2971250,4540940,502,4,3,2013,2011@2013
51 to 70,Male,Full,All,82783200,174166,26658600,9890530,36549200,8283,46,3,2013,2011@2013
51 to 70,Male,Provisional,All,3235800,4915.26,807781,401376,1209160,266,2,3,2013,2011@2013
51 to 70,Female,Full,All,29408400,76490.3,9644980,4897940,14542900,3363,16,3,2013,2011@2013
51 to 70,Female,Provisional,All,1849470,3854.38,369978,184940,554918,152,0,3,2013,2011@2013
51 to 70,Male,Full,All,49632200,112505,15918900,5831500,21750400,4572,21,3,2013,2011@2013
51 to 70,Male,Provisional,All,1431160,2524.79,298095,134476,432571,110,0,3,2013,2011@2013
over 70,Female,Full,All,19980400,43083.1,7147690,2576490,9724190,2128,10,3,2013,2011@2013
over 70,Female,Provisional,All,736199,1273.88,129138,0,129138,54,0,3,2013,2011@2013
over 70,Male,Full,All,38431700,75409.4,14354400,6808580,21163000,3504,34,3,2013,2011@2013
over 70,Male,Provisional,All,639855,1017.13,146750,0,146750,44,0,3,2013,2011@2013
17 to 20,Female,Full,Comprehensive,608736,496.038,272207,40910,313117,39,0,3,2013,2011@2013
17 to 20,Female,Provisional,Comprehensive,1792400,1094.6,920936,1155610,2076540,142,3,3,2013,2011@2013
17 to 20,Male,Full,Comprehensive,737403,407.822,137737,154544,292281,49,1,3,2013,2011@2013
17 to 20,Male,Provisional,Comprehensive,748305,354.732,423222,443197,866419,44,1,3,2013,2011@2013
17 to 20,Female,Full,Comprehensive,3703730,3942.46,1837750,446297,2284050,313,2,3,2013,2011@2013
17 to 20,Female,Provisional,Comprehensive,3202470,2397.23,1364690,420323,1785010,271,0,3,2013,2011@2013
17 to 20,Male,Full,Comprehensive,4089510,3005.35,1525440,1784200,3309640,220,5,3,2013,2011@2013
17 to 20,Male,Provisional,Comprehensive,1125340,622.833,276097,270196,546293,75,0,3,2013,2011@2013
21 to 24,Female,Full,Comprehensive,17763100,27943.3,7675310,5349490,13024800,1922,21,3,2013,2011@2013
21 to 24,Female,Provisional,Comprehensive,6407040,6468.75,2761670,1454630,4216310,676,7,3,2013,2011@2013
21 to 24,Male,Full,Comprehensive,16777800,17560.2,6507940,3479330,9987270,1255,18,3,2013,2011@2013
21 to 24,Male,Provisional,Comprehensive,2466640,1890.28,1004260,814413,1818670,214,1,3,2013,2011@2013
25 to 30,Female,Full,Comprehensive,41647600,84676.7,18880700,7537900,26418600,5412,34,3,2013,2011@2013
25 to 30,Female,Provisional,Comprehensive,7856790,10250.1,4445920,3215750,7661660,1007,10,3,2013,2011@2013
25 to 30,Male,Full,Comprehensive,36116400,54811.9,18319300,6666590,24985900,3874,33,3,2013,2011@2013
25 to 30,Male,Provisional,Comprehensive,4715960,4934.92,2330400,1746010,4076410,480,7,3,2013,2011@2013
31 to 50,Female,Full,Comprehensive,77754700,177026,33803600,15497000,49300600,10670,59,3,2013,2011@2013
31 to 50,Female,Provisional,Comprehensive,8219750,12973.3,4473360,1987600,6460960,1143,13,3,2013,2011@2013
31 to 50,Male,Full,Comprehensive,71042800,134073,34565300,17240000,51805300,8633,61,3,2013,2011@2013
31 to 50,Male,Provisional,Comprehensive,5594590,7687.99,2855040,2031660,4886690,712,11,3,2013,2011@2013
31 to 50,Female,Full,Comprehensive,69829200,154234,28383100,12687000,41070100,9068,40,3,2013,2011@2013
31 to 50,Female,Provisional,Comprehensive,5651760,8793.16,2005570,1635790,3641370,626,4,3,2013,2011@2013
31 to 50,Male,Full,Comprehensive,66990100,132376,26029600,12955500,38985100,7528,52,3,2013,2011@2013
31 to 50,Male,Provisional,Comprehensive,3119190,4602.29,1458820,668237,2127060,380,3,3,2013,2011@2013
51 to 70,Female,Full,Comprehensive,49754100,115269,17062200,5823210,22885500,5697,26,3,2013,2011@2013
51 to 70,Female,Provisional,Comprehensive,4063930,6734.36,1208000,2860300,4068300,434,3,3,2013,2011@2013
51 to 70,Male,Full,Comprehensive,71704100,148568,23705100,7998890,31704000,7588,35,3,2013,2011@2013
51 to 70,Male,Provisional,Comprehensive,2140060,3213.7,633478,130775,764253,211,0,3,2013,2011@2013
51 to 70,Female,Full,Comprehensive,27275800,70175,9198130,4291370,13489500,3223,14,3,2013,2011@2013
51 to 70,Female,Provisional,Comprehensive,1413210,2823.85,302108,184940,487048,136,0,3,2013,2011@2013
51 to 70,Male,Full,Comprehensive,42864600,94625.5,14449700,5386910,19836600,4132,20,3,2013,2011@2013
51 to 70,Male,Provisional,Comprehensive,960235,1664.91,217827,134476,352303,88,0,3,2013,2011@2013
over 70,Female,Full,Comprehensive,17791000,37583.3,6629720,2367680,8997400,1977,9,3,2013,2011@2013
over 70,Female,Provisional,Comprehensive,532484,872.397,102133,0,102133,43,0,3,2013,2011@2013
over 70,Male,Full,Comprehensive,31839000,60097.2,12333900,5712050,18046000,3028,30,3,2013,2011@2013
over 70,Male,Provisional,Comprehensive,395579,616.145,95396,0,95396,32,0,3,2013,2011@2013
17 to 20,Female,Full,ThirdPartyFireTheft,700283,678.633,192082,42020,234102,40,0,3,2013,2011@2013
17 to 20,Female,Provisional,ThirdPartyFireTheft,2916330,2109.38,1493020,412684,1905700,179,3,3,2013,2011@2013
17 to 20,Male,Full,ThirdPartyFireTheft,1965220,1272.75,1659980,2337090,3997070,117,7,3,2013,2011@2013
17 to 20,Male,Provisional,ThirdPartyFireTheft,2778440,1373.51,984034,849528,1833560,124,7,3,2013,2011@2013
17 to 20,Female,Full,ThirdPartyFireTheft,2947400,3700.1,1413200,1073330,2486530,199,2,3,2013,2011@2013
17 to 20,Female,Provisional,ThirdPartyFireTheft,4294730,3731.49,1909800,4691520,6601320,298,7,3,2013,2011@2013
17 to 20,Male,Full,ThirdPartyFireTheft,7386560,6122.5,3330540,7665400,10995900,369,16,3,2013,2011@2013
17 to 20,Male,Provisional,ThirdPartyFireTheft,3570530,2052.42,1379430,3206380,4585810,192,8,3,2013,2011@2013
21 to 24,Female,Full,ThirdPartyFireTheft,6023500,10618.2,2473400,1273110,3746510,512,6,3,2013,2011@2013
21 to 24,Female,Provisional,ThirdPartyFireTheft,5661590,6430.51,2096890,1500160,3597050,425,6,3,2013,2011@2013
21 to 24,Male,Full,ThirdPartyFireTheft,14952100,17891.2,5674680,4303870,9978550,906,13,3,2013,2011@2013
21 to 24,Male,Provisional,ThirdPartyFireTheft,4805950,3626.72,2068670,2102920,4171580,297,9,3,2013,2011@2013
25 to 30,Female,Full,ThirdPartyFireTheft,7058140,15443.1,2452640,1336760,3789400,640,8,3,2013,2011@2013
25 to 30,Female,Provisional,ThirdPartyFireTheft,4626410,6572.99,1666390,1037300,2703680,416,5,3,2013,2011@2013
25 to 30,Male,Full,ThirdPartyFireTheft,17249300,28451.9,6794910,10096300,16891200,1357,19,3,2013,2011@2013
25 to 30,Male,Provisional,ThirdPartyFireTheft,5085790,5252.5,2301920,2108740,4410660,393,9,3,2013,2011@2013
31 to 50,Female,Full,ThirdPartyFireTheft,6281360,15739.3,2514010,1106660,3620670,639,3,3,2013,2011@2013
31 to 50,Female,Provisional,ThirdPartyFireTheft,3132460,5170.73,1677440,2635210,4312650,327,9,3,2013,2011@2013
31 to 50,Male,Full,ThirdPartyFireTheft,17012000,35658.5,6683480,12558300,19241800,1416,15,3,2013,2011@2013
31 to 50,Male,Provisional,ThirdPartyFireTheft,3705280,4734.79,1398660,540267,1938930,260,4,3,2013,2011@2013
31 to 50,Female,Full,ThirdPartyFireTheft,5936490,13009.7,2214990,3119330,5334320,486,8,3,2013,2011@2013
31 to 50,Female,Provisional,ThirdPartyFireTheft,2034830,3209.17,405626,403170,808796,157,2,3,2013,2011@2013
31 to 50,Male,Full,ThirdPartyFireTheft,12186600,26426.3,6499570,2103750,8603320,941,18,3,2013,2011@2013
31 to 50,Male,Provisional,ThirdPartyFireTheft,1629030,2271.74,487279,225164,712443,110,0,3,2013,2011@2013
51 to 70,Female,Full,ThirdPartyFireTheft,4112050,9863.3,1368630,577242,1945870,277,3,3,2013,2011@2013
51 to 70,Female,Provisional,ThirdPartyFireTheft,1111910,2107.99,359989,110953,470942,65,1,3,2013,2011@2013
51 to 70,Male,Full,ThirdPartyFireTheft,9934360,22746.6,2655920,1686670,4342590,643,10,3,2013,2011@2013
51 to 70,Male,Provisional,ThirdPartyFireTheft,1020620,1570.22,170189,270601,440790,51,2,3,2013,2011@2013
51 to 70,Female,Full,ThirdPartyFireTheft,1970530,5805,390895,482422,873317,130,1,3,2013,2011@2013
51 to 70,Female,Provisional,ThirdPartyFireTheft,421717,996.8,67870,0,67870,16,0,3,2013,2011@2013
51 to 70,Male,Full,ThirdPartyFireTheft,6079080,15816.9,1377290,442484,1819780,391,1,3,2013,2011@2013
51 to 70,Male,Provisional,ThirdPartyFireTheft,427689,786.323,80268,0,80268,22,0,3,2013,2011@2013
over 70,Female,Full,ThirdPartyFireTheft,2020620,5057.71,450798,208815,659613,118,1,3,2013,2011@2013
over 70,Female,Provisional,ThirdPartyFireTheft,189203,373.26,22382,0,22382,10,0,3,2013,2011@2013
over 70,Male,Full,ThirdPartyFireTheft,5911030,13590.5,1628490,1024770,2653260,360,4,3,2013,2011@2013
over 70,Male,Provisional,ThirdPartyFireTheft,221734,365.951,51354,0,51354,12,0,3,2013,2011@2013
17 to 20,Female,Full,ThirdPartyOnly,2474,2.62192,0,0,0,0,0,3,2013,2011@2013
17 to 20,Female,Provisional,ThirdPartyOnly,17145.8,11.4493,1865,0,1865,2,0,3,2013,2011@2013
17 to 20,Male,Full,ThirdPartyOnly,9391.3,4.78904,0,0,0,0,0,3,2013,2011@2013
17 to 20,Male,Provisional,ThirdPartyOnly,20644.5,7.37261,8478,0,8478,1,0,3,2013,2011@2013
17 to 20,Female,Full,ThirdPartyOnly,24854.4,33.7397,496,0,496,1,0,3,2013,2011@2013
17 to 20,Female,Provisional,ThirdPartyOnly,49664.7,42.326,21425,0,21425,2,0,3,2013,2011@2013
17 to 20,Male,Full,ThirdPartyOnly,90972.5,86.7123,8640,35466,44106,6,0,3,2013,2011@2013
17 to 20,Male,Provisional,ThirdPartyOnly,59603.1,34.4,5163,0,5163,3,0,3,2013,2011@2013
21 to 24,Female,Full,ThirdPartyOnly,109319,187.397,0,0,0,5,0,3,2013,2011@2013
21 to 24,Female,Provisional,ThirdPartyOnly,71176,76.1781,19576,0,19576,5,0,3,2013,2011@2013
21 to 24,Male,Full,ThirdPartyOnly,342244,432.597,58673,81760,140433,16,1,3,2013,2011@2013
21 to 24,Male,Provisional,ThirdPartyOnly,92441.2,68.6521,4775,0,4775,1,0,3,2013,2011@2013
25 to 30,Female,Full,ThirdPartyOnly,279311,641.416,60755,20010,80765,22,0,3,2013,2011@2013
25 to 30,Female,Provisional,ThirdPartyOnly,87811.2,129.175,36374,0,36374,6,0,3,2013,2011@2013
25 to 30,Male,Full,ThirdPartyOnly,813665,1522.5,326430,9200,335630,63,0,3,2013,2011@2013
25 to 30,Male,Provisional,ThirdPartyOnly,149652,177.71,173492,47390,220882,12,1,3,2013,2011@2013
31 to 50,Female,Full,ThirdPartyOnly,422807,1203.42,85925,88803,174728,21,0,3,2013,2011@2013
31 to 50,Female,Provisional,ThirdPartyOnly,82089.6,140.688,17304,81645,98949,8,0,3,2013,2011@2013
31 to 50,Male,Full,ThirdPartyOnly,1445460,3644.43,554595,488220,1042820,115,2,3,2013,2011@2013
31 to 50,Male,Provisional,ThirdPartyOnly,120369,199.989,8162,2450,10612,7,0,3,2013,2011@2013
31 to 50,Female,Full,ThirdPartyOnly,397828,1041.83,20552,84000,104552,22,0,3,2013,2011@2013
31 to 50,Female,Provisional,ThirdPartyOnly,46576.9,82.4466,18775,31655,50430,2,0,3,2013,2011@2013
31 to 50,Male,Full,ThirdPartyOnly,1145050,3130.16,325826,242300,568126,50,1,3,2013,2011@2013
31 to 50,Male,Provisional,ThirdPartyOnly,66819,116.534,96463,0,96463,2,0,3,2013,2011@2013
51 to 70,Female,Full,ThirdPartyOnly,279315,777.784,283657,112500,396157,16,1,3,2013,2011@2013
51 to 70,Female,Provisional,ThirdPartyOnly,24192.9,54.5205,1314,0,1314,2,0,3,2013,2011@2013
51 to 70,Male,Full,ThirdPartyOnly,1132890,2833.6,297654,204970,502624,50,1,3,2013,2011@2013
51 to 70,Male,Provisional,ThirdPartyOnly,72155.6,129.282,4114,0,4114,4,0,3,2013,2011@2013
51 to 70,Female,Full,ThirdPartyOnly,154389,500.932,55954,124150,180104,10,1,3,2013,2011@2013
51 to 70,Female,Provisional,ThirdPartyOnly,13655.4,32.2274,0,0,0,0,0,3,2013,2011@2013
51 to 70,Male,Full,ThirdPartyOnly,678271,2048.16,50327,0,50327,28,0,3,2013,2011@2013
51 to 70,Male,Provisional,ThirdPartyOnly,42964.6,73.0575,0,0,0,0,0,3,2013,2011@2013
over 70,Female,Full,ThirdPartyOnly,163853,437.729,65220,0,65220,32,0,3,2013,2011@2013
over 70,Female,Provisional,ThirdPartyOnly,13322.9,27.474,4623,0,4623,1,0,3,2013,2011@2013
over 70,Male,Full,ThirdPartyOnly,664949,1703.54,391354,71757,463111,114,0,3,2013,2011@2013
over 70,Male,Provisional,ThirdPartyOnly,20082.6,32.526,0,0,0,0,0,3,2013,2011@2013
17 to 20,Female,Full,All,935047,837.531,254694,214403,469097,76,0,2,2013,2012@2013
17 to 20,Female,Provisional,All,3059830,2028.73,956645,1119400,2076050,189,2,2,2013,2012@2013
17 to 20,Male,Full,All,1502620,991.529,660072,106839,766911,85,1,2,2013,2012@2013
17 to 20,Male,Provisional,All,1540740,863.625,629815,2609780,3239590,111,4,2,2013,2012@2013
17 to 20,Female,Full,All,4979590,5821.49,1388730,958369,2347100,361,1,2,2013,2012@2013
17 to 20,Female,Provisional,All,5809720,4774.46,2107250,1951800,4059060,467,8,2,2013,2012@2013
17 to 20,Male,Full,All,8213110,6999.81,2589350,4390630,6979990,483,12,2,2013,2012@2013
17 to 20,Male,Provisional,All,2866450,1834.39,895005,1364780,2259780,162,4,2,2013,2012@2013
21 to 24,Female,Full,All,19464500,32992.8,6618670,6765910,13384600,2001,13,2,2013,2012@2013
21 to 24,Female,Provisional,All,10141100,11203.2,3059520,3708700,6768220,892,5,2,2013,2012@2013
21 to 24,Male,Full,All,25879900,31544.2,8237270,8090170,16327400,1829,22,2,2013,2012@2013
21 to 24,Male,Provisional,All,5155360,4252.37,1864750,2000110,3864860,381,6,2,2013,2012@2013
25 to 30,Female,Full,All,45018000,100143,18238900,14842300,33081200,5772,39,2,2013,2012@2013
25 to 30,Female,Provisional,All,10412400,14980.2,3707910,5522040,9229950,1133,13,2,2013,2012@2013
25 to 30,Male,Full,All,47944800,81134.2,18917000,21703700,40620700,4697,71,2,2013,2012@2013
25 to 30,Male,Provisional,All,8241390,9116.93,2696610,3454240,6150860,721,8,2,2013,2012@2013
31 to 50,Female,Full,All,82923000,207971,33904900,23777300,57682200,11629,68,2,2013,2012@2013
31 to 50,Female,Provisional,All,10052500,17227.1,3859220,4417550,8276770,1334,8,2,2013,2012@2013
31 to 50,Male,Full,All,84337400,178103,33909200,28767100,62676400,10152,93,2,2013,2012@2013
31 to 50,Male,Provisional,All,8418970,12279.3,2940620,9793760,12734400,894,15,2,2013,2012@2013
31 to 50,Female,Full,All,75705600,181177,27036700,22051600,49088300,9609,55,2,2013,2012@2013
31 to 50,Female,Provisional,All,5553330,9591.37,1959840,1999760,3959600,653,5,2,2013,2012@2013
31 to 50,Male,Full,All,75947800,168102,28580000,27523900,56103900,8649,68,2,2013,2012@2013
31 to 50,Male,Provisional,All,3805830,6291.18,1468790,1444260,2913050,421,3,2,2013,2012@2013
51 to 70,Female,Full,All,54365100,133533,16044700,14136100,30180700,6117,30,2,2013,2012@2013
51 to 70,Female,Provisional,All,3576680,6618.78,978519,1066580,2045100,351,2,2,2013,2012@2013
51 to 70,Male,Full,All,66148800,150018,21236800,15622200,36858900,6719,44,2,2013,2012@2013
51 to 70,Male,Provisional,All,2287340,3824.8,549798,1019360,1569160,194,1,2,2013,2012@2013
51 to 70,Female,Full,All,30157400,82116.2,9617750,6568330,16186100,3341,19,2,2013,2012@2013
51 to 70,Female,Provisional,All,1525810,3290.41,473983,74047,548030,124,0,2,2013,2012@2013
51 to 70,Male,Full,All,48233200,116828,13715100,13734400,27449500,4594,33,2,2013,2012@2013
51 to 70,Male,Provisional,All,1021600,1905.71,350534,334171,684705,82,1,2,2013,2012@2013
over 70,Female,Full,All,20558400,46341.2,7200470,6457680,13658100,2274,17,2,2013,2012@2013
over 70,Female,Provisional,All,630082,1143.36,143507,105687,249194,37,0,2,2013,2012@2013
over 70,Male,Full,All,38172700,79272,15979800,15602700,31582500,3799,31,2,2013,2012@2013
over 70,Male,Provisional,All,474760,790.507,112545,152607,265152,32,1,2,2013,2012@2013
17 to 20,Female,Full,Comprehensive,442800,373.036,136223,152090,288313,39,0,2,2013,2012@2013
17 to 20,Female,Provisional,Comprehensive,1247880,754.778,359848,188536,548384,92,0,2,2013,2012@2013
17 to 20,Male,Full,Comprehensive,474363,288.841,263076,56609,319685,32,0,2,2013,2012@2013
17 to 20,Male,Provisional,Comprehensive,399054,207.967,252594,48999,301593,36,0,2,2013,2012@2013
17 to 20,Female,Full,Comprehensive,2578350,2783.54,846113,480483,1326600,197,0,2,2013,2012@2013
17 to 20,Female,Provisional,Comprehensive,2392480,1801.3,1012990,1044610,2057600,257,4,2,2013,2012@2013
17 to 20,Male,Full,Comprehensive,2743730,2116.9,976481,1673210,2649690,182,5,2,2013,2012@2013
17 to 20,Male,Provisional,Comprehensive,784389,475.553,364173,235400,599573,57,0,2,2013,2012@2013
21 to 24,Female,Full,Comprehensive,13895700,22883.9,4977150,4523190,9500340,1500,9,2,2013,2012@2013
21 to 24,Female,Provisional,Comprehensive,5214990,5463.95,1876160,1842660,3718820,520,2,2,2013,2012@2013
21 to 24,Male,Full,Comprehensive,12781300,14437,4204800,3548540,7753340,955,9,2,2013,2012@2013
21 to 24,Male,Provisional,Comprehensive,1645830,1343.97,394629,734398,1129030,133,2,2,2013,2012@2013
25 to 30,Female,Full,Comprehensive,37891100,83297.2,15948600,11048700,26997400,5045,28,2,2013,2012@2013
25 to 30,Female,Provisional,Comprehensive,6332550,8798.53,2463020,3300620,5763630,786,8,2,2013,2012@2013
25 to 30,Male,Full,Comprehensive,31565300,51492.6,12903300,12865000,25768300,3328,35,2,2013,2012@2013
25 to 30,Male,Provisional,Comprehensive,3677150,3994.43,1223880,1878560,3102440,368,4,2,2013,2012@2013
31 to 50,Female,Full,Comprehensive,75973100,188955,30705600,20497500,51203100,10835,56,2,2013,2012@2013
31 to 50,Female,Provisional,Comprehensive,7101210,11969.9,3135590,2634760,5770350,1059,6,2,2013,2012@2013
31 to 50,Male,Full,Comprehensive,66602700,136766,26626000,18796300,45422200,8373,56,2,2013,2012@2013
31 to 50,Male,Provisional,Comprehensive,4790620,7103.37,1723780,2698140,4421910,607,8,2,2013,2012@2013
31 to 50,Female,Full,Comprehensive,69163200,166432,25055800,19479400,44535200,9040,46,2,2013,2012@2013
31 to 50,Female,Provisional,Comprehensive,4102950,6964.06,1464810,1263960,2728760,544,3,2,2013,2012@2013
31 to 50,Male,Full,Comprehensive,63435000,138497,24204600,20535300,44739900,7528,47,2,2013,2012@2013
31 to 50,Male,Provisional,Comprehensive,2438090,4085.65,1017180,1156850,2174030,324,2,2,2013,2012@2013
51 to 70,Female,Full,Comprehensive,49918900,122714,15082400,11411600,26494000,5790,24,2,2013,2012@2013
51 to 70,Female,Provisional,Comprehensive,2794560,4952.74,744715,739193,1483910,292,2,2,2013,2012@2013
51 to 70,Male,Full,Comprehensive,56216100,126040,17748000,11601700,29349700,6019,31,2,2013,2012@2013
51 to 70,Male,Provisional,Comprehensive,1492990,2454.37,402315,289063,691378,141,0,2,2013,2012@2013
51 to 70,Female,Full,Comprehensive,28129400,75970.7,9343160,5877430,15220600,3217,17,2,2013,2012@2013
51 to 70,Female,Provisional,Comprehensive,1159430,2407.18,397121,24500,421621,101,0,2,2013,2012@2013
51 to 70,Male,Full,Comprehensive,42003500,99778.3,12244100,11758900,24002900,4185,28,2,2013,2012@2013
51 to 70,Male,Provisional,Comprehensive,678304,1238.52,321828,300994,622822,68,1,2,2013,2012@2013
over 70,Female,Full,Comprehensive,18470100,40888.1,6510070,6288800,12798900,2129,16,2,2013,2012@2013
over 70,Female,Provisional,Comprehensive,444678,773.178,117076,64787,181863,27,0,2,2013,2012@2013
over 70,Male,Full,Comprehensive,32066900,64554.2,12575500,11489200,24064600,3153,22,2,2013,2012@2013
over 70,Male,Provisional,Comprehensive,279086,459.452,99772,0,99772,21,0,2,2013,2012@2013
17 to 20,Female,Full,ThirdPartyFireTheft,489885,462.803,116480,62313,178793,36,0,2,2013,2012@2013
17 to 20,Female,Provisional,ThirdPartyFireTheft,1795830,1263.57,577161,827895,1405060,95,2,2,2013,2012@2013
